#Sección,Descripción Sección,Dirección General,Descripción Dirección General,Grupo de Función,Descripción Grupo,Función,Descripción Función,Programa,Descripción Programa,Capítulo,Descripción Capítulo,Artículo,Descripción Artículo,Concepto,Descripción Concepto,Subconcepto,Descripción Subconcepto,Obligado
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,1217113.58
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,20107.45
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12109,Sustituciones,3210.15
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,18926.85
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13002,Sueldos del grupo III,340044.06
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13003,Sueldos del grupo IV,17485.72
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13008,Antigüedad,70449.74
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13101,Complementos específicos,54858.99
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13102,Otros complementos,5786.46
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13148,Complemento por Incapacidad Temporal,3586.96
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,763574.6
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,75828.44
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",162,Gtos prest sociales fun y,16212,Formación y perfeccionamiento con factur,2178.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",210,Infraest y bienes natural,21000,Infraest y bienes natural,166985.2
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22001,"Prensa, revistas, libros",3327.5
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22602,Divulgación y campañas,5687.04
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",37.1
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22616,"Reuniones, conferencias y cursos con fac",274.6
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,10191.83
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22782,Serv carácter informático,580.8
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23000,A personal funcionario,231.4
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,4,TRANSFERENC CORRIENTES,43,"A LA A.E., OO.AA. Y OTROS",430,"A AA.EE, OO.AA, empr púb",43000,"A AA.EE, OO.AA, empr púb",813331.53
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,4,TRANSFERENC CORRIENTES,46,A CORPORACIONES LOCALES,460,A corporaciones locales,46000,A corporaciones locales,136133.71
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,4,TRANSFERENC CORRIENTES,47,A EMPRESAS PRIVADAS,470,A empresas privadas,47000,A empresas privadas,30800.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,6,INVERSIONES REALES,61,P. INVERSIÓN REPOSICIÓN,613,"Maquin, instal y utillaje",61300,Maquinaria,3872.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,7,TRANSFERENC DE CAPITAL,76,A CORPORACIONES LOCALES,765,En mat prom sect producti,76553,Plan ahorro y efic energ,443339.4
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,7,TRANSFERENC DE CAPITAL,76,A CORPORACIONES LOCALES,765,En mat prom sect producti,76556,Energías renovables,9057.8
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,7,TRANSFERENC DE CAPITAL,77,A EMPRESAS PRIVADAS,775,En mat prom sect producti,77553,Plan ahorro y efic energ,91257.73
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,7,TRANSFERENC DE CAPITAL,77,A EMPRESAS PRIVADAS,775,En mat prom sect producti,77556,Plan energías renovables,149262.49
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,7,TRANSFERENC DE CAPITAL,78,A FAMILIAS E INSTIT. SFL,785,En mat prom sect producti,78553,Plan ahorro y efic energe,1287494.61
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,7,TRANSFERENC DE CAPITAL,78,A FAMILIAS E INSTIT. SFL,785,En mat prom sect producti,78556,Plan energías renovables,286772.85
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,55665.79
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,213142.48
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,1213028.65
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,639023.5
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,974825.48
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12004,Sueldo agrup profe y Gr E,8426.17
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,690936.8
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12009,Sustituciones,12605.74
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,1726301.67
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,2637187.12
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,24540.8
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12109,Sustituciones,11517.9
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,49982.11
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13000,Sueldos del grupo I,584875.44
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13001,Sueldos del grupo II,343813.87
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13002,Sueldos del grupo III,67464.22
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13003,Sueldos del grupo IV,278314.56
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13004,Sueldos del grupo V,258350.29
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13008,Antigüedad,273195.51
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13009,Sustituciones. Ret. básic,5023.18
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13101,Complementos específicos,127839.27
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13102,Otros complementos,74452.29
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13109,Sustituciones. Ret. compl,2554.69
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13148,Complemento por Incapacidad Temporal,3963.54
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),132,Retrib bás laboral event,13210,Retribuciones complementa,162.06
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,2385148.36
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,251260.01
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",163,Gastos y presta laborales,16305,Acción social,771.62
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",786.04
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22616,"Reuniones, conferencias y cursos con fac",658.09
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23000,A personal funcionario,9383.5
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1908,DIRECCIÓN GENERAL DE PROGRAMAS DE EMPLEO,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322B,FOMENTO Y GESTIÓN DEL EMPLEO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23001,A personal laboral,51.54
